name,salary,salary_clean
Player-1318,"$27,535,768.04",27535768.04
Player-1319,"$34,709,203.24",34709203.24
Player-1320,"$27,659,307.52",27659307.52
Player-1321,"$41,149,627.63",41149627.63
Player-1322,"$3,343,009.13",3343009.13
Player-1323,"$47,601,299.02",47601299.02
Player-1324,"$6,669,999.29",6669999.29
Player-1325,"$235,749.30",235749.3
Player-1326,"$25,928,392.61",25928392.61
Player-1327,"$21,134,295.32",21134295.32
Player-1328,"$11,237,056.77",11237056.77
Player-1329,"$4,834,550.99",4834550.99
Player-1330,"$8,981,336.00",8981336.0
Player-1331,"$7,852,133.42",7852133.42
Player-1332,"$41,072,069.15",41072069.15
Player-1333,"$22,244,214.37",22244214.37
Player-1334,"$47,699,656.62",47699656.62
Player-1335,"$38,988,259.03",38988259.03
Player-1336,"$28,873,863.03",28873863.03
Player-1337,"$32,921,585.43",32921585.43
Player-1338,"$47,635,939.27",47635939.27
Player-1339,"$16,977,679.38",16977679.38
Player-1340,"$48,208,723.96",48208723.96
Player-1341,"$32,456,546.32",32456546.32
Player-1342,"$2,641,110.82",2641110.82
Player-1343,"$17,953,948.14",17953948.14
Player-1344,"$10,357,991.98",10357991.98
Player-1345,"$3,317,037.01",3317037.01
Player-1346,"$39,548,929.24",39548929.24
Player-1347,"$29,337,835.95",29337835.95
Player-1348,"$18,006,099.07",18006099.07
Player-1349,"$27,311,641.93",27311641.93
Player-1350,"$278,059.62",278059.62
Player-1351,"$24,358,698.13",24358698.13
Player-1352,"$21,213,047.94",21213047.94
Player-1353,"$2,386,173.41",2386173.41
Player-1354,"$34,076,874.74",34076874.74
Player-1355,"$10,170,721.72",10170721.72
Player-1356,"$9,888,437.98",9888437.98
Player-1357,"$23,652,829.60",23652829.6
Player-1358,"$4,723,886.27",4723886.27
Player-1359,"$28,128,215.76",28128215.76
Player-1360,"$26,831,978.74",26831978.74
Player-1361,"$18,287,575.00",18287575.0
Player-1362,"$30,172,176.52",30172176.52
Player-1363,"$23,516,137.46",23516137.46
Player-1364,"$36,032,313.89",36032313.89
Player-1365,"$19,014,029.33",19014029.33
Player-1366,"$10,770,756.10",10770756.1
Player-1367,"$4,559,994.79",4559994.79
Player-1368,"$43,926,930.55",43926930.55
Player-1369,"$26,382,403.58",26382403.58
Player-1370,"$13,392,038.65",13392038.65
Player-1371,"$8,326,031.07",8326031.07
Player-1372,"$40,704,658.69",40704658.69
Player-1373,"$30,197,485.04",30197485.04
Player-1374,"$23,254,096.58",23254096.58
Player-1375,"$268,341.40",268341.4
Player-1376,"$31,525,197.14",31525197.14
Player-1377,"$20,904,156.36",20904156.36
Player-1378,"$35,453,122.55",35453122.55
Player-1379,"$27,191,701.32",27191701.32
Player-1380,"$16,119,677.28",16119677.28
Player-1381,"$38,012,307.77",38012307.77
Player-1382,"$13,550,213.50",13550213.5
Player-1383,"$10,292,813.01",10292813.01
Player-1384,"$25,413,263.88",25413263.88
Player-1385,"$18,287,754.28",18287754.28
Player-1386,"$40,782,036.05",40782036.05
